ID,Game Session ID,Player ID,Event Type,Timestamp,Date Time,Latitude,Longitude,Altitude,Azimuth
5120,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609148403,2025-06-22 16:19:08.403,42.55715489,-87.95974156,173.7066650390625,194.2747
5121,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609150400,2025-06-22 16:19:10.400,42.55715509,-87.95974151,173.70391845703125,132.76877
5122,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609152405,2025-06-22 16:19:12.405,42.55715512,-87.95974155,173.69976806640625,158.19379
5123,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609154407,2025-06-22 16:19:14.407,42.55715515,-87.95974163,173.6903076171875,148.60112
5124,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609156402,2025-06-22 16:19:16.402,42.55715516,-87.95974169,173.685791015625,152.05672
5125,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609158408,2025-06-22 16:19:18.408,42.55715517,-87.95974172,173.68194580078125,141.8446
5126,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609160402,2025-06-22 16:19:20.402,42.55715518,-87.95974173,173.6826171875,216.23463
5127,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609162398,2025-06-22 16:19:22.398,42.55715518,-87.95974174,173.68402099609375,221.56778
5128,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609164410,2025-06-22 16:19:24.410,42.55715517,-87.95974179,173.68414306640625,226.1
5129,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609166403,2025-06-22 16:19:26.403,42.55715516,-87.95974182,173.6845703125,158.09297
5130,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609168403,2025-06-22 16:19:28.403,42.55715515,-87.95974183,173.6866455078125,140.88403
5131,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609170404,2025-06-22 16:19:30.404,42.55715516,-87.95974184,173.685302734375,160.61903
5132,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609172402,2025-06-22 16:19:32.402,42.55715513,-87.95974194,173.69195556640625,159.43571
5133,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609174405,2025-06-22 16:19:34.405,42.55715513,-87.95974202,173.67987060546875,140.37457
5134,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609176397,2025-06-22 16:19:36.397,42.55715512,-87.95974214,173.67608642578125,145.45816
5135,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609178402,2025-06-22 16:19:38.402,42.55715508,-87.95974223,173.6741943359375,151.42145
5136,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609180407,2025-06-22 16:19:40.407,42.55715504,-87.95974229,173.6739501953125,142.24954
5137,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609182408,2025-06-22 16:19:42.408,42.55715502,-87.95974236,173.677490234375,147.20976
5138,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609184409,2025-06-22 16:19:44.409,42.55715501,-87.95974239,173.67706298828125,141.34393
5139,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609186403,2025-06-22 16:19:46.403,42.55715501,-87.95974241,173.67779541015625,147.27292
5140,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609188406,2025-06-22 16:19:48.406,42.55715499,-87.95974242,173.6778564453125,142.40105
5141,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609190406,2025-06-22 16:19:50.406,42.55715498,-87.95974243,173.6802978515625,146.34409
5142,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609192408,2025-06-22 16:19:52.408,42.55715497,-87.95974243,173.68505859375,146.38994
5143,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609194407,2025-06-22 16:19:54.407,42.55715495,-87.95974243,173.68798828125,160.85611
5144,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609196403,2025-06-22 16:19:56.403,42.55715495,-87.95974244,173.688720703125,146.52513
5145,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609198408,2025-06-22 16:19:58.408,42.55715494,-87.95974246,173.6849365234375,155.83104
5146,006dfa02-7f2f-4c7b-81a5-7367b682e916,Chris,LOCATION,1750609200408,2025-06-22 16:20:00.408,42.55715493,-87.95974245,173.68316650390625,151.00952
